,Country,Bin,Age Range,Total Infections,Total Deaths,Male Infections,Male Deaths,Male Survivors,Female Infections,Female Deaths,Female Survivors,Male Risk Ratio,RR Lower CI,RR Upper CI
106,England,3,50-79,18442000.0,61048.0,8958000.0,37775.0,8920225.0,9484000.0,23273.0,9460727.0,1.7184329469961306,1.6906371066883916,1.746685779957915
107,England,4,80+,2856000.0,90647.0,1166000.0,45869.0,1120131.0,1690000.0,44778.0,1645222.0,1.4847137626623343,1.4658227591221762,1.5038482267522304
108,Estonia,1,0-19,280000.0,0.0,145000.0,0.0,145000.0,135000.0,0.0,135000.0,,,
109,Estonia,2,20-49,523000.0,51.0,272000.0,34.0,271966.0,251000.0,17.0,250983.0,1.8455882352941178,1.0310900793703008,3.303490162892713
110,Estonia,3,50-79,443000.0,1022.0,192000.0,613.0,191387.0,251000.0,409.0,250591.0,1.9593393439282805,1.7291161884377484,2.2202155588710557
111,Estonia,4,80+,79000.0,1319.0,21000.0,539.0,20461.0,58000.0,780.0,57220.0,1.9085470085470086,1.7120637916985593,2.1275794170145472
112,Eswatini,1,0-19,562000.0,8.0,284000.0,5.0,283995.0,278000.0,3.0,277997.0,1.6314553990610328,0.38988651651511896,6.8267216391982615
113,Eswatini,2,20-49,470000.0,108.0,225000.0,57.0,224943.0,245000.0,51.0,244949.0,1.2169934640522875,0.8341359892156007,1.7755774965887134
114,Eswatini,3,50-79,109000.0,377.0,53000.0,196.0,52804.0,56000.0,181.0,55819.0,1.1441676222245387,0.9351732911890299,1.3998684095035148
115,Eswatini,4,80+,6000.0,54.0,1000.0,22.0,978.0,5000.0,32.0,4968.0,3.4374999999999996,2.0060625896127484,5.890347744474435
116,Finland,1,0-19,1176000.0,9.0,602000.0,5.0,601995.0,574000.0,4.0,573996.0,1.1918604651162792,0.32004697516319675,4.438508964450744
117,Finland,2,20-49,2039000.0,113.0,1046000.0,78.0,1045922.0,993000.0,35.0,992965.0,2.115651461349358,1.4199335195921077,3.1522469496990615
118,Finland,3,50-79,2014000.0,1289.0,972000.0,834.0,971166.0,1042000.0,455.0,1041545.0,1.9649708316374985,1.7529099878794627,2.2026860454238384
119,Finland,4,80+,311000.0,1976.0,113000.0,821.0,112179.0,198000.0,1155.0,196845.0,1.24551201011378,1.1392539778021824,1.3616807117324221
120,France,1,0-19,15412000.0,53.0,7877000.0,27.0,7876973.0,7535000.0,26.0,7534974.0,0.9933740881436705,0.579727962797276,1.7021640188509215
121,France,2,20-49,23708000.0,1869.0,11731000.0,1105.0,11729895.0,11977000.0,764.0,11976236.0,1.4766648397921827,1.3465798312416495,1.619316581526287
122,France,3,50-79,22127000.0,43792.0,10524000.0,29121.0,10494879.0,11603000.0,14671.0,11588329.0,2.1884469334122567,2.145485951388757,2.232268161560989
123,France,4,80+,4027000.0,67882.0,1458000.0,35268.0,1422732.0,2569000.0,32614.0,2536386.0,1.9053876481634158,1.8771715957315875,1.9340278203809078
