country,date,age_group,age_begin,age_end,deathsF,deathsM,populationin1000sF,Num female infection,populationin1000sM,Num male infection,Total infection,Total Death,% female infection,% male infection,% female death,% male death,Country begin,Bin 0-19,Bin 20-49,Bin 50-79,Bin 80+,Total
Panama,7/27/2020,30-34,30,34,11,17,158,158000,159,159000,317000,28,49.84,50.16,39.29,60.71,,0,1,0,0,0
Panama,7/27/2020,35-39,35,39,12,20,150,150000,152,152000,302000,32,49.67,50.33,37.5,62.5,,0,1,0,0,0
Panama,7/27/2020,40-44,40,44,11,24,144,144000,144,144000,288000,35,50,50,31.43,68.57,,0,1,0,0,0
Panama,7/27/2020,45-49,45,49,20,41,134,134000,134,134000,268000,61,50,50,32.79,67.21,,0,1,0,0,0
Panama,7/27/2020,50-54,50,54,27,67,118,118000,117,117000,235000,94,50.21,49.79,28.72,71.28,,0,0,1,0,0
Panama,7/27/2020,55-59,55,59,45,85,101,101000,98,98000,199000,130,50.75,49.25,34.62,65.38,,0,0,1,0,0
Panama,7/27/2020,60-64,60,64,44,98,82,82000,78,78000,160000,142,51.25,48.75,30.99,69.01,,0,0,1,0,0
Panama,7/27/2020,65-69,65,69,62,116,64,64000,59,59000,123000,178,52.03,47.97,34.83,65.17,,0,0,1,0,0
Panama,7/27/2020,70-74,70,74,66,127,48,48000,43,43000,91000,193,52.75,47.25,34.2,65.8,,0,0,1,0,0
Panama,7/27/2020,75-79,75,79,47,102,36,36000,31,31000,67000,149,53.73,46.27,31.54,68.46,,0,0,1,0,0
Panama,7/27/2020,80+,80,999,141,206,49,49000,38,38000,87000,347,56.32,43.68,40.63,59.37,,0,0,0,1,0
Panama,,,,,504,928,2153,2153000,2162,2162000,4315000,1432,49.9,50.1,35.2,64.8,,0,0,0,0,1
Peru,6/11/2022,0-9,0,9,385,483,2686,2686000,2759,2759000,5445000,868,49.33,50.67,44.35,55.65,,1,0,0,0,0
Peru,6/11/2022,19-Oct,10,19,366,368,2627,2627000,2507,2507000,5134000,734,51.17,48.83,49.86,50.14,,1,0,0,0,0
Peru,6/11/2022,20-29,20,29,998,1544,2805,2805000,2570,2570000,5375000,2542,52.19,47.81,39.26,60.74,,0,1,0,0,0
Peru,6/11/2022,30-39,30,39,2443,4783,2549,2549000,2682,2682000,5231000,7226,48.73,51.27,33.81,66.19,,0,1,0,0,0
Peru,6/11/2022,40-49,40,49,5512,12260,2118,2118000,2228,2228000,4346000,17772,48.73,51.27,31.02,68.98,,0,1,0,0,0
Peru,6/11/2022,50-59,50,59,11658,23693,1656,1656000,1658,1658000,3314000,35351,49.97,50.03,32.98,67.02,,0,0,1,0,0
Peru,6/11/2022,60-69,60,69,19340,33843,1158,1158000,1119,1119000,2277000,53183,50.86,49.14,36.37,63.63,,0,0,1,0,0
Peru,6/11/2022,70-79,70,79,19031,31857,659,659000,597,597000,1256000,50888,52.47,47.53,37.4,62.6,,0,0,1,0,0
Peru,6/11/2022,80+,80,999,18381,26379,334,334000,258,258000,592000,44760,56.42,43.58,41.07,58.93,,0,0,0,1,0
Peru,,,,,78114,135210,16592,16592000,16378,16378000,32970000,213324,50.32,49.68,36.62,63.38,,0,0,0,0,1
Philippines,6/4/2022,0-4,0,4,278,398,5166,5166000,5451,5451000,10617000,676,48.66,51.34,41.12,58.88,,1,0,0,0,0
Philippines,6/4/2022,9-May,5,9,89,102,5552,5552000,5846,5846000,11398000,191,48.71,51.29,46.6,53.4,,1,0,0,0,0
Philippines,6/4/2022,14-Oct,10,14,141,164,5329,5329000,5578,5578000,10907000,305,48.86,51.14,46.23,53.77,,1,0,0,0,0
Philippines,6/4/2022,15-19,15,19,261,319,5055,5055000,5408,5408000,10463000,580,48.31,51.69,45,55,,1,0,0,0,0
Philippines,6/4/2022,20-24,20,24,458,589,4913,4913000,5192,5192000,10105000,1047,48.62,51.38,43.74,56.26,,0,1,0,0,0
Philippines,6/4/2022,25-29,25,29,643,753,4672,4672000,4808,4808000,9480000,1396,49.28,50.72,46.06,53.94,,0,1,0,0,0
Philippines,6/4/2022,30-34,30,34,757,1036,4080,4080000,4167,4167000,8247000,1793,49.47,50.53,42.22,57.78,,0,1,0,0,0
Philippines,6/4/2022,35-39,35,39,1013,1458,3610,3610000,3645,3645000,7255000,2471,49.76,50.24,41,59,,0,1,0,0,0
Philippines,6/4/2022,40-44,40,44,1321,2044,3255,3255000,3297,3297000,6552000,3365,49.68,50.32,39.26,60.74,,0,1,0,0,0
Philippines,6/4/2022,45-49,45,49,52,68,2876,2876000,2884,2884000,5760000,120,49.93,50.07,43.33,56.67,,0,1,0,0,0
Philippines,6/4/2022,50-54,50,54,2016,2887,2578,2578000,2539,2539000,5117000,4903,50.38,49.62,41.12,58.88,,0,0,1,0,0
Philippines,6/4/2022,55-59,55,59,2652,3656,2174,2174000,2076,2076000,4250000,6308,51.15,48.85,42.04,57.96,,0,0,1,0,0
Philippines,6/4/2022,60-64,60,64,3097,4303,1778,1778000,1615,1615000,3393000,7400,52.4,47.6,41.85,58.15,,0,0,1,0,0
Philippines,6/4/2022,65-69,65,69,3450,4575,1349,1349000,1137,1137000,2486000,8025,54.26,45.74,42.99,57.01,,0,0,1,0,0
Philippines,6/4/2022,70-74,70,74,3343,4244,952,952000,710,710000,1662000,7587,57.28,42.72,44.06,55.94,,0,0,1,0,0
Philippines,6/4/2022,75-79,75,79,2689,2934,597,597000,381,381000,978000,5623,61.04,38.96,47.82,52.18,,0,0,1,0,0
Philippines,6/4/2022,80+,80,999,4805,3841,617,617000,297,297000,914000,8646,67.51,32.49,55.57,44.43,,0,0,0,1,0
Philippines,,,,,27065,33371,54553,54553000,55031,55031000,109584000,60436,49.78,50.22,44.78,55.22,,0,0,0,0,1
Poland,3/14/2022,0-4,0,4,3,4,918,918000,967,967000,1885000,7,48.7,51.3,42.86,57.14,,1,0,0,0,0
Poland,3/14/2022,9-May,5,9,2,0,926,926000,974,974000,1900000,2,48.74,51.26,100,0,,1,0,0,0,0
Poland,3/14/2022,14-Oct,10,14,0,4,963,963000,1011,1011000,1974000,4,48.78,51.22,0,100,,1,0,0,0,0
Poland,3/14/2022,15-19,15,19,3,5,853,853000,882,882000,1735000,8,49.16,50.84,37.5,62.5,,1,0,0,0,0
Poland,3/14/2022,20-24,20,24,7,8,971,971000,995,995000,1966000,15,49.39,50.61,46.67,53.33,,0,1,0,0,0
Poland,3/14/2022,25-29,25,29,19,0,1202,1202000,1264,1264000,2466000,19,48.74,51.26,100,0,,0,1,0,0,0
Poland,3/14/2022,30-39,30,39,72,122,2888,2888000,3117,3117000,6005000,194,48.09,51.91,37.11,62.89,,0,1,0,0,0
Poland,3/14/2022,40-49,40,49,161,345,2741,2741000,2794,2794000,5535000,506,49.52,50.48,31.82,68.18,,0,1,0,0,0
Poland,3/14/2022,50-59,50,59,444,876,2324,2324000,2239,2239000,4563000,1320,50.93,49.07,33.64,66.36,,0,0,1,0,0
Poland,3/14/2022,60-64,60,64,544,1129,1445,1445000,1280,1280000,2725000,1673,53.03,46.97,32.52,67.48,,0,0,1,0,0
Poland,3/14/2022,65-69,65,69,974,1775,1354,1354000,1095,1095000,2449000,2749,55.29,44.71,35.43,64.57,,0,0,1,0,0
Poland,3/14/2022,70-74,70,74,1349,2057,1076,1076000,780,780000,1856000,3406,57.97,42.03,39.61,60.39,,0,0,1,0,0
Poland,3/14/2022,75-79,75,79,1321,1772,645,645000,400,400000,1045000,3093,61.72,38.28,42.71,57.29,,0,0,1,0,0
Poland,3/14/2022,80+,80,999,4841,4129,1202,1202000,541,541000,1743000,8970,68.96,31.04,53.97,46.03,,0,0,0,1,0
Poland,,,,,9740,12218,16701,16701000,15387,15387000,32088000,21953,52.05,47.95,44.37,55.66,,0,0,0,0,1
Portugal,3/21/2022,0-4,0,4,2,2,194,194000,206,206000,400000,4,48.5,51.5,50,50,,1,0,0,0,0
Portugal,3/21/2022,9-May,5,9,0,0,214,214000,227,227000,441000,0,48.53,51.47,,,,1,0,0,0,0
Portugal,3/21/2022,14-Oct,10,14,0,0,240,240000,250,250000,490000,0,48.98,51.02,,,,1,0,0,0,0
Portugal,3/21/2022,15-19,15,19,3,1,257,257000,268,268000,525000,4,48.95,51.05,75,25,,1,0,0,0,0
Portugal,3/21/2022,20-24,20,24,0,0,270,270000,270,270000,540000,0,50,50,,,,0,1,0,0,0
Portugal,3/21/2022,25-29,25,29,6,0,271,271000,263,263000,534000,6,50.75,49.25,100,0,,0,1,0,0,0
Portugal,3/21/2022,30-39,30,39,23,33,624,624000,591,591000,1215000,56,51.36,48.64,41.07,58.93,,0,1,0,0,0
Portugal,3/21/2022,40-49,40,49,88,143,816,816000,760,760000,1576000,231,51.78,48.22,38.1,61.9,,0,1,0,0,0
Portugal,3/21/2022,50-59,50,59,193,457,780,780000,701,701000,1481000,650,52.67,47.33,29.69,70.31,,0,0,1,0,0
Portugal,3/21/2022,60-64,60,64,247,501,360,360000,313,313000,673000,748,53.49,46.51,33.02,66.98,,0,0,1,0,0
Portugal,3/21/2022,65-69,65,69,376,868,337,337000,284,284000,621000,1244,54.27,45.73,30.23,69.77,,0,0,1,0,0
Portugal,3/21/2022,70-74,70,74,654,1207,314,314000,253,253000,567000,1861,55.38,44.62,35.14,64.86,,0,0,1,0,0
Portugal,3/21/2022,75-79,75,79,1132,1729,260,260000,191,191000,451000,2861,57.65,42.35,39.57,60.43,,0,0,1,0,0
Portugal,3/21/2022,80+,80,999,7689,6560,436,436000,247,247000,683000,14249,63.84,36.16,53.96,46.04,,0,0,0,1,0
Portugal,,,,,10413,11501,5373,5373000,4824,4824000,10197000,21914,52.69,47.31,47.52,52.48,,0,0,0,0,1
Qatar,2/7/2022,0-4,0,4,0,0,66,66000,69,69000,135000,0,48.89,51.11,,,,1,0,0,0,0
Qatar,2/7/2022,9-May,5,9,0,0,66,66000,70,70000,136000,0,48.53,51.47,,,,1,0,0,0,0
Qatar,2/7/2022,14-Oct,10,14,1,0,59,59000,63,63000,122000,1,48.36,51.64,100,0,,1,0,0,0,0
Qatar,2/7/2022,15-19,15,19,0,0,48,48000,58,58000,106000,0,45.28,54.72,,,,1,0,0,0,0
Qatar,2/7/2022,20-24,20,24,0,2,48,48000,189,189000,237000,2,20.25,79.75,0,100,,0,1,0,0,0
Qatar,2/7/2022,25-29,25,29,1,1,73,73000,407,407000,480000,2,15.21,84.79,50,50,,0,1,0,0,0
Qatar,2/7/2022,30-34,30,34,1,7,94,94000,401,401000,495000,8,18.99,81.01,12.5,87.5,,0,1,0,0,0
Qatar,2/7/2022,35-39,35,39,3,7,87,87000,264,264000,351000,10,24.79,75.21,30,70,,0,1,0,0,0
Qatar,2/7/2022,40-44,40,44,2,22,58,58000,197,197000,255000,24,22.75,77.25,8.33,91.67,,0,1,0,0,0
Qatar,2/7/2022,45-49,45,49,1,21,42,42000,165,165000,207000,22,20.29,79.71,4.55,95.45,,0,1,0,0,0
Qatar,2/7/2022,50-54,50,54,6,31,31,31000,125,125000,156000,37,19.87,80.13,16.22,83.78,,0,0,1,0,0
Qatar,2/7/2022,55-59,55,59,8,30,19,19000,79,79000,98000,38,19.39,80.61,21.05,78.95,,0,0,1,0,0
Qatar,2/7/2022,60-64,60,64,5,41,11,11000,43,43000,54000,46,20.37,79.63,10.87,89.13,,0,0,1,0,0
Qatar,2/7/2022,65-69,65,69,10,21,6,6000,22,22000,28000,31,21.43,78.57,32.26,67.74,,0,0,1,0,0
Qatar,2/7/2022,70-74,70,74,4,23,4,4000,9,9000,13000,27,30.77,69.23,14.81,85.19,,0,0,1,0,0
Qatar,2/7/2022,75-79,75,79,14,14,2,2000,2,2000,4000,28,50,50,50,50,,0,0,1,0,0
Qatar,2/7/2022,80+,80,999,19,38,2,2000,2,2000,4000,57,50,50,33.33,66.67,,0,0,0,1,0
Qatar,,,,,75,258,716,716000,2165,2165000,2881000,333,24.85,75.15,22.52,77.48,,0,0,0,0,1
Republic of Ireland,3/7/2022,0-4,0,4,1,0,152,152000,162,162000,314000,1,48.41,51.59,100,0,,1,0,0,0,0
Republic of Ireland,3/7/2022,9-May,5,9,0,0,174,174000,184,184000,358000,0,48.6,51.4,,,,1,0,0,0,0
Republic of Ireland,3/7/2022,14-Oct,10,14,0,1,175,175000,182,182000,357000,1,49.02,50.98,0,100,,1,0,0,0,0
Republic of Ireland,3/7/2022,15-19,15,19,4,2,153,153000,159,159000,312000,6,49.04,50.96,66.67,33.33,,1,0,0,0,0
Republic of Ireland,3/7/2022,20-24,20,24,0,0,143,143000,147,147000,290000,0,49.31,50.69,,,,0,1,0,0,0
Republic of Ireland,3/7/2022,25-29,25,29,2,0,136,136000,141,141000,277000,2,49.1,50.9,100,0,,0,1,0,0,0
Republic of Ireland,3/7/2022,30-39,30,39,15,16,354,354000,342,342000,696000,31,50.86,49.14,48.39,51.61,,0,1,0,0,0
Republic of Ireland,3/7/2022,40-49,40,49,33,51,389,389000,375,375000,764000,84,50.92,49.08,39.29,60.71,,0,1,0,0,0
Republic of Ireland,3/7/2022,50-59,50,59,76,148,302,302000,299,299000,601000,224,50.25,49.75,33.93,66.07,,0,0,1,0,0
Republic of Ireland,3/7/2022,60-64,60,64,84,148,127,127000,123,123000,250000,232,50.8,49.2,36.21,63.79,,0,0,1,0,0
Republic of Ireland,3/7/2022,65-69,65,69,138,241,118,118000,113,113000,231000,379,51.08,48.92,36.41,63.59,,0,0,1,0,0
Republic of Ireland,3/7/2022,70-74,70,74,223,378,101,101000,96,96000,197000,601,51.27,48.73,37.1,62.9,,0,0,1,0,0
Republic of Ireland,3/7/2022,75-79,75,79,341,495,70,70000,64,64000,134000,836,52.24,47.76,40.79,59.21,,0,0,1,0,0
Republic of Ireland,3/7/2022,80+,80,999,1789,1634,92,92000,66,66000,158000,3423,58.23,41.77,52.26,47.74,,0,0,0,1,0
Republic of Ireland,,,,,2706,3114,2486,2486000,2453,2453000,4939000,5818,50.33,49.67,46.51,53.52,,0,0,0,0,1
Romania,1/31/2022,0-4,0,4,3,5,457,457000,483,483000,940000,8,48.62,51.38,37.5,62.5,,1,0,0,0,0
Romania,1/31/2022,9-May,5,9,1,0,469,469000,496,496000,965000,1,48.6,51.4,100,0,,1,0,0,0,0
Romania,1/31/2022,14-Oct,10,14,1,1,525,525000,555,555000,1080000,2,48.61,51.39,50,50,,1,0,0,0,0
Romania,1/31/2022,15-19,15,19,11,8,483,483000,511,511000,994000,19,48.59,51.41,57.89,42.11,,1,0,0,0,0
Romania,1/31/2022,20-24,20,24,32,24,487,487000,523,523000,1010000,56,48.22,51.78,57.14,42.86,,0,1,0,0,0
Romania,1/31/2022,25-29,25,29,35,0,514,514000,563,563000,1077000,35,47.73,52.27,100,0,,0,1,0,0,0
Romania,1/31/2022,30-39,30,39,199,292,1243,1243000,1342,1342000,2585000,491,48.09,51.91,40.53,59.47,,0,1,0,0,0
Romania,1/31/2022,40-49,40,49,648,1281,1490,1490000,1536,1536000,3026000,1929,49.24,50.76,33.59,66.41,,0,1,0,0,0
Romania,1/31/2022,50-59,50,59,1738,2579,1302,1302000,1267,1267000,2569000,4317,50.68,49.32,40.26,59.74,,0,0,1,0,0
Romania,1/31/2022,60-64,60,64,2078,2597,694,694000,596,596000,1290000,4675,53.8,46.2,44.45,55.55,,0,0,1,0,0
Romania,1/31/2022,65-69,65,69,3190,3987,698,698000,548,548000,1246000,7177,56.02,43.98,44.45,55.55,,0,0,1,0,0
Romania,1/31/2022,70-74,70,74,3798,4688,542,542000,386,386000,928000,8486,58.41,41.59,44.76,55.24,,0,0,1,0,0
Romania,1/31/2022,75-79,75,79,3647,3852,371,371000,232,232000,603000,7499,61.53,38.47,48.63,51.37,,0,0,1,0,0
Romania,1/31/2022,80+,80,999,6944,6439,608,608000,315,315000,923000,13383,65.87,34.13,51.89,48.11,,0,0,0,1,0
Romania,,,,,22325,25753,9883,9883000,9353,9353000,19236000,48078,51.38,48.62,46.43,53.57,,0,0,0,0,1
Saint Kitts and Nevis,3/28/2022,0-4,0,4,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Saint Kitts and Nevis,3/28/2022,9-May,5,9,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Saint Kitts and Nevis,3/28/2022,14-Oct,10,14,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Saint Kitts and Nevis,3/28/2022,15-19,15,19,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Saint Kitts and Nevis,3/28/2022,20-24,20,24,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Saint Kitts and Nevis,3/28/2022,25-29,25,29,0,1,,0,,0,0,1,,,0,100,,0,1,0,0,0
Saint Kitts and Nevis,3/28/2022,30-34,30,34,0,1,,0,,0,0,1,,,0,100,,0,1,0,0,0
Saint Kitts and Nevis,3/28/2022,35-39,35,39,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Saint Kitts and Nevis,3/28/2022,40-44,40,44,1,0,,0,,0,0,1,,,100,0,,0,1,0,0,0
Saint Kitts and Nevis,3/28/2022,45-49,45,49,1,1,,0,,0,0,2,,,50,50,,0,1,0,0,0
Saint Kitts and Nevis,3/28/2022,50-54,50,54,1,1,,0,,0,0,2,,,50,50,,0,0,1,0,0
Saint Kitts and Nevis,3/28/2022,55-59,55,59,1,1,,0,,0,0,2,,,50,50,,0,0,1,0,0
Saint Kitts and Nevis,3/28/2022,60-64,60,64,2,1,,0,,0,0,3,,,66.67,33.33,,0,0,1,0,0
Saint Kitts and Nevis,3/28/2022,65-69,65,69,1,3,,0,,0,0,4,,,25,75,,0,0,1,0,0
Saint Kitts and Nevis,3/28/2022,70-74,70,74,3,6,,0,,0,0,9,,,33.33,66.67,,0,0,1,0,0
Saint Kitts and Nevis,3/28/2022,75-79,75,79,1,3,,0,,0,0,4,,,25,75,,0,0,1,0,0
Saint Kitts and Nevis,3/28/2022,80+,80,999,7,6,,0,,0,0,13,,,53.85,46.15,,0,0,0,1,0
Saint Kitts and Nevis,,,,,18,24,0,0,0,0,0,42,,,42.86,57.14,,0,0,0,0,1
Scotland,6/12/2022,0-1,0,1,2,0,48,48000,51,51000,99000,2,48.48,51.52,100,0,,1,0,0,0,0
Scotland,6/12/2022,14-Jan,1,14,2,2,395,395000,416,416000,811000,4,48.71,51.29,50,50,,1,0,0,0,0
Scotland,6/12/2022,15-44,15,44,80,104,1029,1029000,1026,1026000,2055000,184,50.07,49.93,43.48,56.52,,1,0,0,0,0
Scotland,6/12/2022,45-64,45,64,633,1031,772,772000,723,723000,1495000,1664,51.64,48.36,38.04,61.96,,0,0,0,0,0
Scotland,6/12/2022,65-74,65,74,1030,1530,306,306000,145,145000,451000,2560,67.85,32.15,40.23,59.77,,0,0,1,0,0
Scotland,6/12/2022,75-84,75,84,2100,2597,192,192000,149,149000,341000,4697,56.3,43.7,44.71,55.29,,0,0,0,0,0
Scotland,6/12/2022,85+,85,999,3312,2435,82,82000,46,46000,128000,5747,64.06,35.94,57.63,42.37,,0,0,0,1,0
Scotland,,,,,7159,7699,2824,2824000,2556,2556000,5380000,14858,52.49,47.51,48.18,51.82,,0,0,0,0,1
Singapore,9/27/2021,0-4,0,4,0,0,124,124000,134,134000,258000,0,48.06,51.94,,,,1,0,0,0,0
Singapore,9/27/2021,9-May,5,9,0,0,107,107000,114,114000,221000,0,48.42,51.58,,,,1,0,0,0,0
Singapore,9/27/2021,14-Oct,10,14,0,0,118,118000,123,123000,241000,0,48.96,51.04,,,,1,0,0,0,0
Singapore,9/27/2021,15-19,15,19,0,0,128,128000,137,137000,265000,0,48.3,51.7,,,,1,0,0,0,0
Singapore,9/27/2021,20-29,20,29,0,0,375,375000,458,458000,833000,0,45.02,54.98,,,,0,1,0,0,0
Singapore,9/27/2021,30-39,30,39,0,1,428,428000,468,468000,896000,1,47.77,52.23,0,100,,0,1,0,0,0
Singapore,9/27/2021,40-49,40,49,0,2,460,460000,505,505000,965000,2,47.67,52.33,0,100,,0,1,0,0,0
Singapore,9/27/2021,50-59,50,59,1,1,438,438000,509,509000,947000,2,46.25,53.75,50,50,,0,0,1,0,0
Singapore,9/27/2021,60-64,60,64,0,6,205,205000,239,239000,444000,6,46.17,53.83,0,100,,0,0,1,0,0
Singapore,9/27/2021,65-69,65,69,2,7,166,166000,189,189000,355000,9,46.76,53.24,22.22,77.78,,0,0,1,0,0
Singapore,9/27/2021,70-74,70,74,5,8,100,100000,90,90000,190000,13,52.63,47.37,38.46,61.54,,0,0,1,0,0
Singapore,9/27/2021,75-79,75,79,1,6,55,55000,44,44000,99000,7,55.56,44.44,14.29,85.71,,0,0,1,0,0
Singapore,9/27/2021,80+,80,999,20,22,83,83000,52,52000,135000,42,61.48,38.52,47.62,52.38,,0,0,0,1,0
Singapore,,,,,29,53,2787,2787000,3062,3062000,5849000,82,47.65,52.35,35.37,64.63,,0,0,0,0,1
Sint Maarten,3/14/2022,0-4,0,4,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Sint Maarten,3/14/2022,9-May,5,9,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Sint Maarten,3/14/2022,14-Oct,10,14,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Sint Maarten,3/14/2022,15-19,15,19,0,0,,0,,0,0,0,,,,,,1,0,0,0,0
Sint Maarten,3/14/2022,20-24,20,24,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Sint Maarten,3/14/2022,25-29,25,29,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Sint Maarten,3/14/2022,30-34,30,34,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Sint Maarten,3/14/2022,35-39,35,39,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Sint Maarten,3/14/2022,40-44,40,44,0,0,,0,,0,0,0,,,,,,0,1,0,0,0
Sint Maarten,3/14/2022,45-49,45,49,0,3,,0,,0,0,3,,,0,100,,0,1,0,0,0
Sint Maarten,3/14/2022,50-54,50,54,3,5,,0,,0,0,8,,,37.5,62.5,,0,0,1,0,0
Sint Maarten,3/14/2022,55-59,55,59,2,6,,0,,0,0,8,,,25,75,,0,0,1,0,0
Sint Maarten,3/14/2022,60-64,60,64,4,8,,0,,0,0,12,,,33.33,66.67,,0,0,1,0,0
Sint Maarten,3/14/2022,65-69,65,69,6,6,,0,,0,0,12,,,50,50,,0,0,1,0,0
Sint Maarten,3/14/2022,70-74,70,74,3,6,,0,,0,0,9,,,33.33,66.67,,0,0,1,0,0
Sint Maarten,3/14/2022,75-79,75,79,3,2,,0,,0,0,5,,,60,40,,0,0,1,0,0
Sint Maarten,3/14/2022,80+,80,999,8,3,,0,,0,0,11,,,72.73,27.27,,0,0,0,1,0
Sint Maarten,,,,,29,39,0,0,0,0,0,68,,,42.65,57.35,,0,0,0,0,1
Slovakia,3/14/2022,0-4,0,4,5,10,139,139000,145,145000,284000,15,48.94,51.06,33.33,66.67,,1,0,0,0,0
Slovakia,3/14/2022,9-May,5,9,0,0,138,138000,145,145000,283000,0,48.76,51.24,,,,1,0,0,0,0
Slovakia,3/14/2022,14-Oct,10,14,0,3,138,138000,145,145000,283000,3,48.76,51.24,0,100,,1,0,0,0,0
Slovakia,3/14/2022,15-19,15,19,1,4,128,128000,135,135000,263000,5,48.67,51.33,20,80,,1,0,0,0,0
Slovakia,3/14/2022,20-24,20,24,10,3,142,142000,149,149000,291000,13,48.8,51.2,76.92,23.08,,0,1,0,0,0
Slovakia,3/14/2022,25-29,25,29,8,0,178,178000,187,187000,365000,8,48.77,51.23,100,0,,0,1,0,0,0
Slovakia,3/14/2022,30-39,30,39,50,93,414,414000,434,434000,848000,143,48.82,51.18,34.97,65.03,,0,1,0,0,0
Slovakia,3/14/2022,40-49,40,49,160,305,421,421000,440,440000,861000,465,48.9,51.1,34.41,65.59,,0,1,0,0,0
Slovakia,3/14/2022,50-59,50,59,520,889,362,362000,348,348000,710000,1409,50.99,49.01,36.91,63.09,,0,0,1,0,0
Slovakia,3/14/2022,60-64,60,64,629,1052,192,192000,170,170000,362000,1681,53.04,46.96,37.42,62.58,,0,0,1,0,0
Slovakia,3/14/2022,65-69,65,69,937,1509,184,184000,149,149000,333000,2446,55.26,44.74,38.31,61.69,,0,0,1,0,0
Slovakia,3/14/2022,70-74,70,74,1310,1767,138,138000,99,99000,237000,3077,58.23,41.77,42.57,57.43,,0,0,1,0,0
Slovakia,3/14/2022,75-79,75,79,1503,1571,102,102000,60,60000,162000,3074,62.96,37.04,48.89,51.11,,0,0,1,0,0
Slovakia,3/14/2022,80+,80,999,3859,2435,125,125000,55,55000,180000,6294,69.44,30.56,61.31,38.69,,0,0,0,1,0
Slovakia,,,,,8992,9641,2801,2801000,2661,2661000,5462000,18633,51.28,48.72,48.26,51.74,,0,0,0,0,1
Slovenia,3/21/2022,0-4,0,4,0,0,49,49000,52,52000,101000,0,48.51,51.49,,,,1,0,0,0,0
Slovenia,3/21/2022,9-May,5,9,0,0,53,53000,56,56000,109000,0,48.62,51.38,,,,1,0,0,0,0
Slovenia,3/21/2022,14-Oct,10,14,0,0,51,51000,54,54000,105000,0,48.57,51.43,,,,1,0,0,0,0
Slovenia,3/21/2022,15-19,15,19,0,0,45,45000,47,47000,92000,0,48.91,51.09,,,,1,0,0,0,0
Slovenia,3/21/2022,20-24,20,24,1,1,46,46000,50,50000,96000,2,47.92,52.08,50,50,,0,1,0,0,0
Slovenia,3/21/2022,25-29,25,29,3,0,53,53000,56,56000,109000,3,48.62,51.38,100,0,,0,1,0,0,0
Slovenia,3/21/2022,30-39,30,39,8,8,136,136000,148,148000,284000,16,47.89,52.11,50,50,,0,1,0,0,0
Slovenia,3/21/2022,40-49,40,49,25,49,145,145000,161,161000,306000,74,47.39,52.61,33.78,66.22,,0,1,0,0,0
Slovenia,3/21/2022,50-59,50,59,52,186,149,149000,152,152000,301000,238,49.5,50.5,21.85,78.15,,0,0,1,0,0
Slovenia,3/21/2022,60-64,60,64,89,208,73,73000,73,73000,146000,297,50,50,29.97,70.03,,0,0,1,0,0
Slovenia,3/21/2022,65-69,65,69,171,330,71,71000,69,69000,140000,501,50.71,49.29,34.13,65.87,,0,0,1,0,0
Slovenia,3/21/2022,70-74,70,74,242,477,52,52000,45,45000,97000,719,53.61,46.39,33.66,66.34,,0,0,1,0,0
Slovenia,3/21/2022,75-79,75,79,382,546,46,46000,34,34000,80000,928,57.5,42.5,41.16,58.84,,0,0,1,0,0
Slovenia,3/21/2022,80+,80,999,2820,2003,76,76000,38,38000,114000,4823,66.67,33.33,58.47,41.53,,0,0,0,1,0
Slovenia,,,,,3793,3808,1045,1045000,1035,1035000,2080000,7601,50.24,49.76,49.9,50.1,,0,0,0,0,1
South Africa,6/15/2022,0-4,0,4,179,205,2846,2846000,2919,2919000,5765000,384,49.37,50.63,46.61,53.39,,1,0,0,0,0
South Africa,6/15/2022,9-May,5,9,30,33,2877,2877000,2943,2943000,5820000,63,49.43,50.57,47.62,52.38,,1,0,0,0,0
South Africa,6/15/2022,14-Oct,10,14,66,70,2721,2721000,2775,2775000,5496000,136,49.51,50.49,48.53,51.47,,1,0,0,0,0
South Africa,6/15/2022,15-19,15,19,158,136,2441,2441000,2472,2472000,4913000,294,49.68,50.32,53.74,46.26,,1,0,0,0,0
South Africa,6/15/2022,20-24,20,24,353,271,2447,2447000,2477,2477000,4924000,624,49.7,50.3,56.57,43.43,,0,1,0,0,0
South Africa,6/15/2022,25-29,25,29,760,524,2589,2589000,2629,2629000,5218000,1284,49.62,50.38,59.19,40.81,,0,1,0,0,0
South Africa,6/15/2022,30-34,30,34,1299,1115,2664,2664000,2710,2710000,5374000,2414,49.57,50.43,53.81,46.19,,0,1,0,0,0
South Africa,6/15/2022,35-39,35,39,1847,1750,2378,2378000,2404,2404000,4782000,3597,49.73,50.27,51.35,48.65,,0,1,0,0,0
