,Country,Bin,Age Range,Total Infections,Total Deaths,Male Infections,Male Deaths,Male Survivors,Female Infections,Female Deaths,Female Survivors,Male Risk Ratio,RR Lower CI,RR Upper CI
75,Czech Republic,2,20-49,4382000,716,2247000,444.0,2246556.0,2135000,272.0,2134728.0,1.550989554700385,1.3337417035605705,1.8036240393231822
76,Czech Republic,3,50-79,3708000,22263,1756000,14194.0,1741806.0,1952000,8069.0,1943931.0,1.9554215054607316,1.9028548569456922,2.0094403154614553
77,Czech Republic,4,80+,445000,18276,153000,8650.0,144350.0,292000,9626.0,282374.0,1.7149903108275655,1.6670173699285444,1.764343803063373
78,Denmark,1,0-19,1282000,7,657000,5.0,656995.0,625000,2.0,624998.0,2.378234398782344,0.4613992162303477,12.258362512536069
79,Denmark,2,20-49,2186000,122,1105000,75.0,1104925.0,1081000,47.0,1080953.0,1.5610859728506787,1.0841084818331677,2.247920254724265
80,Denmark,3,50-79,2050000,2399,1008000,1520.0,1006480.0,1042000,879.0,1041121.0,1.7875652346642108,1.6451749154779878,1.9422794732143904
81,Denmark,4,80+,273000,3889,108000,1909.0,106091.0,165000,1980.0,163020.0,1.4729938271604937,1.3838885599433255,1.5678363689499497
82,Dominican Republic,1,0-19,3935000,47,2007000,20.0,2006980.0,1928000,27.0,1927973.0,0.7115835317130783,0.3991176377503288,1.2686763868902469
83,Dominican Republic,2,20-49,4693000,619,2348000,375.0,2347625.0,2345000,244.0,2344756.0,1.534921593543162,1.3064060262854702,1.8034089333037566
84,Dominican Republic,3,50-79,2038000,2580,984000,1676.0,982324.0,1054000,904.0,1053096.0,1.9858712857040073,1.8316620338023053,2.1530635513567327
85,Dominican Republic,4,80+,182000,1035,80000,574.0,79426.0,102000,461.0,101539.0,1.5875271149674621,1.4048737856530689,1.7939279432033497
86,Ecuador,1,0-19,6394000,121,3264000,59.0,3263941.0,3130000,62.0,3129938.0,0.9125454617330805,0.6389128501001512,1.303369026932401
87,Ecuador,2,20-49,7717000,2504,3868000,1686.0,3866314.0,3849000,818.0,3848182.0,2.0510002452573053,1.8866898363212417,2.2296203250067648
88,Ecuador,3,50-79,3248000,17489,1570000,11346.0,1558654.0,1678000,6143.0,1671857.0,1.9740337248859714,1.913832687406369,2.0361284309905634
89,Ecuador,4,80+,283000,5554,120000,3376.0,116624.0,163000,2178.0,160822.0,2.1054790327517603,1.996096770637722,2.2208552323547925
90,England,1,0-19,13329000,166,6839000,92.0,6838908.0,6490000,74.0,6489926.0,1.179799480720668,0.8687418782227574,1.6022328951797677
91,England,2,20-49,21920000,4206,11018000,2503.0,11015497.0,10902000,1703.0,10900297.0,1.4542852900613068,1.3674566574373945,1.5466272319388132
92,England,3,50-79,18442000,61048,8958000,37775.0,8920225.0,9484000,23273.0,9460727.0,1.7184329469961306,1.6906371066883916,1.746685779957915
93,England,4,80+,2856000,90647,1166000,45869.0,1120131.0,1690000,44778.0,1645222.0,1.4847137626623343,1.4658227591221762,1.5038482267522304
94,Estonia,2,20-49,523000,51,272000,34.0,271966.0,251000,17.0,250983.0,1.8455882352941178,1.0310900793703008,3.303490162892713
95,Estonia,3,50-79,443000,1022,192000,613.0,191387.0,251000,409.0,250591.0,1.9593393439282805,1.7291161884377484,2.2202155588710557
96,Estonia,4,80+,79000,1319,21000,539.0,20461.0,58000,780.0,57220.0,1.9085470085470086,1.7120637916985593,2.1275794170145472
97,Eswatini,1,0-19,562000,8,284000,5.0,283995.0,278000,3.0,277997.0,1.6314553990610328,0.38988651651511896,6.8267216391982615
98,Eswatini,2,20-49,470000,108,225000,57.0,224943.0,245000,51.0,244949.0,1.2169934640522875,0.8341359892156007,1.7755774965887134
99,Eswatini,3,50-79,109000,377,53000,196.0,52804.0,56000,181.0,55819.0,1.1441676222245387,0.9351732911890299,1.3998684095035148
100,Eswatini,4,80+,6000,54,1000,22.0,978.0,5000,32.0,4968.0,3.4374999999999996,2.0060625896127484,5.890347744474435
101,Finland,1,0-19,1176000,9,602000,5.0,601995.0,574000,4.0,573996.0,1.1918604651162792,0.32004697516319675,4.438508964450744
102,Finland,2,20-49,2039000,113,1046000,78.0,1045922.0,993000,35.0,992965.0,2.115651461349358,1.4199335195921077,3.1522469496990615
103,Finland,3,50-79,2014000,1289,972000,834.0,971166.0,1042000,455.0,1041545.0,1.9649708316374985,1.7529099878794627,2.2026860454238384
104,Finland,4,80+,311000,1976,113000,821.0,112179.0,198000,1155.0,196845.0,1.24551201011378,1.1392539778021824,1.3616807117324221
105,France,1,0-19,15412000,53,7877000,27.0,7876973.0,7535000,26.0,7534974.0,0.9933740881436705,0.579727962797276,1.7021640188509215
106,France,2,20-49,23708000,1869,11731000,1105.0,11729895.0,11977000,764.0,11976236.0,1.4766648397921827,1.3465798312416495,1.619316581526287
107,France,3,50-79,22127000,43792,10524000,29121.0,10494879.0,11603000,14671.0,11588329.0,2.1884469334122567,2.145485951388757,2.232268161560989
108,France,4,80+,4027000,67882,1458000,35268.0,1422732.0,2569000,32614.0,2536386.0,1.9053876481634158,1.8771715957315875,1.9340278203809078
109,Guatemala,1,0-19,7919000,349,4043000,182.0,4042818.0,3876000,167.0,3875833.0,1.0448042821110193,0.8468830512379165,1.2889807941272076
110,Guatemala,2,20-49,7647000,4175,3740000,2685.0,3737315.0,3907000,1490.0,3905510.0,1.8824776585435883,1.7670082808837455,2.0054926585535897
111,Guatemala,3,50-79,2155000,11514,960000,7440.0,952560.0,1195000,4074.0,1190926.0,2.273257241040746,2.1882617426993605,2.361554097075014
112,Haiti,1,0-19,4839000,15,2454000,10.0,2453990.0,2385000,5.0,2384995.0,1.9437652811735942,0.6643755016662458,5.6868795715978715
113,Haiti,2,20-49,4795000,87,2346000,44.0,2345956.0,2449000,43.0,2448957.0,1.0681813675925376,0.7016402163011883,1.626205863864094
114,Haiti,3,50-79,1533000,208,719000,123.0,718877.0,814000,85.0,813915.0,1.6382557473615313,1.2425857584156128,2.159916831161202
115,Haiti,4,80+,96000,51,39000,29.0,38971.0,57000,22.0,56978.0,1.9265734265734267,1.1070936649208434,3.352638792530944
116,Hong Kong,2,20-49,3118000,6,1334000,4.0,1333996.0,1784000,2.0,1783998.0,2.674662668665667,0.48988478822117276,14.603067013225864
117,Hong Kong,3,50-79,2782000,96,1313000,65.0,1312935.0,1469000,31.0,1468969.0,2.345895879910572,1.5293773024898565,3.5983452026011067
118,Hong Kong,4,80+,379000,105,154000,54.0,153946.0,225000,51.0,224949.0,1.5469824293353707,1.0551174063677602,2.268140609025488
119,Hungary,1,0-19,1878000,28,964000,13.0,963987.0,914000,15.0,913985.0,0.8217150760719226,0.39099382723757875,1.726921550179885
120,Hungary,2,20-49,3997000,1877,2026000,1202.0,2024798.0,1971000,675.0,1970325.0,1.7323988153998024,1.5765755891534725,1.9036230652347652
121,Hungary,3,50-79,3356000,24690,1485000,14239.0,1470761.0,1871000,10451.0,1860549.0,1.7165994780194376,1.6739582641062578,1.760326903675752
122,Hungary,4,80+,432000,14930,125000,5482.0,119518.0,307000,9448.0,297552.0,1.4250414902624893,1.3793053558788484,1.472294180773055
123,Iceland,3,50-79,103000,31,51000,22.0,50978.0,52000,9.0,51991.0,2.4923747276688455,1.1477367326691081,5.412331596877842
124,Iceland,4,80+,12000,55,5000,29.0,4971.0,7000,26.0,6974.0,1.5615384615384615,0.9208632836100404,2.647952644289051
125,Indonesia,1,0-19,94260000,438,48322000,220.0,48321780.0,45938000,218.0,45937782.0,0.9593859844643104,0.7955129429795912,1.1570163318011124
126,Indonesia,2,20-49,122585000,1452,61874000,712.0,61873288.0,60711000,740.0,60710260.0,0.9440771087537095,0.8517695436790056,1.0463881854980344
127,Indonesia,3,50-79,54259000,4912,26621000,2533.0,26618467.0,27638000,2379.0,27635621.0,1.105408996513086,1.0452529017780179,1.1690271775314054
128,Indonesia,4,80+,2419000,755,900000,400.0,899600.0,1519000,355.0,1518645.0,1.901721439749609,1.6485000135434313,2.193839493291605
129,Iraq,1,0-19,19320000,71,9925000,34.0,9924966.0,9395000,37.0,9394963.0,0.8698481857172032,0.5460362108852378,1.3856880754645315
130,Iraq,2,20-49,16505000,1484,8394000,976.0,8393024.0,8111000,508.0,8110492.0,1.8564854160921094,1.6677234514759778,2.066612481291439
131,Iraq,3,50-79,4207000,5577,1964000,3523.0,1960477.0,2243000,2054.0,2240946.0,1.958844646678182,1.8551692077319577,2.0683139488450193
132,Iraq,4,80+,188000,864,74000,531.0,73469.0,114000,333.0,113667.0,2.4565376186997807,2.142682231867275,2.8163658531989877
133,Israel,1,0-19,3077000,27,1579000,14.0,1578986.0,1498000,13.0,1497987.0,1.0216787645540022,0.4802387624811672,2.1735594447804
134,Israel,2,20-49,3359000,333,1693000,197.0,1692803.0,1666000,136.0,1665864.0,1.4254282339043118,1.1456481960646239,1.7735336702759954
135,Israel,3,50-79,1959000,4833,933000,3034.0,929966.0,1026000,1799.0,1024201.0,1.8545994648688358,1.749645193274729,1.9658495266998377
136,Israel,4,80+,262000,5683,104000,2782.0,101218.0,158000,2901.0,155099.0,1.4569114098586693,1.3838926171241086,1.533782917772456
137,Italy,1,0-19,10729000,57,5527000,27.0,5526973.0,5202000,30.0,5201970.0,0.847077980821422,0.5036375275286014,1.4247173142826386
138,Italy,2,20-49,22124000,2109,11172000,1406.0,11170594.0,10952000,703.0,10951297.0,1.960615825277479,1.79091361027949,2.1463985712457636
139,Italy,3,50-79,23081000,63461,11047000,43175.0,11003825.0,12034000,20286.0,12013714.0,2.318470520778896,2.280156097264811,2.3574287576928517
140,Italy,4,80+,4528000,99272,1691000,47606.0,1643394.0,2837000,51666.0,2785334.0,1.545868618025853,1.5269625576385162,1.5650087634715177
141,Jamaica,1,0-19,931000,17,474000,6.0,473994.0,457000,11.0,456989.0,0.525891829689298,0.19448716567098479,1.4220075426561554
142,Jamaica,2,20-49,1316000,351,651000,151.0,650849.0,665000,200.0,664800.0,0.771236559139785,0.6243552652581031,0.9526720815077732
143,Jamaica,3,50-79,653000,1684,315000,927.0,314073.0,338000,757.0,337243.0,1.3139837705227402,1.193835572206938,1.4462237425254727
144,Jamaica,4,80+,59000,793,28000,380.0,27620.0,31000,413.0,30587.0,1.0186786579038396,0.8870292355035306,1.169866974541943
145,Japan,2,20-49,45076000,540,23017000,424.0,23016576.0,22059000,116.0,22058884.0,3.503038983180348,2.8526825566252163,4.3016640912890045
146,Japan,3,50-79,48601000,9744,23631000,7116.0,23623884.0,24970000,2628.0,24967372.0,2.8611921226451824,2.7360139495761087,2.9920974503639384
147,Japan,4,80+,11352000,19038,4094000,9511.0,4084489.0,7258000,9527.0,7248473.0,1.76986092902649,1.7203306840505033,1.8208172051662093
148,Kosovo,1,0-19,587000,6,306000,4.0,305996.0,281000,2.0,280998.0,1.8366013071895424,0.3363895827127255,10.027374612402744
149,Kosovo,2,20-49,754000,123,366000,69.0,365931.0,388000,54.0,387946.0,1.3545840922890102,0.9487695139625338,1.933976625596868
150,Kosovo,3,50-79,389000,1981,184000,1217.0,182783.0,205000,764.0,204236.0,1.7747339517414067,1.6215774024795113,1.9423560014141636
151,Kosovo,4,80+,32000,585,13000,324.0,12676.0,19000,261.0,18739.0,1.8143236074270557,1.543768184413423,2.1322956294230666
152,Kyrgyzstan,1,0-19,2629000,5,1345000,2.0,1344998.0,1284000,3.0,1283997.0,0.6364312267657992,0.10634100684087554,3.8089229962690965
153,Kyrgyzstan,2,20-49,2784000,103,1394000,62.0,1393938.0,1390000,41.0,1389959.0,1.5078559680862231,1.016290770652118,2.237184166332961
154,Kyrgyzstan,3,50-79,1056000,773,473000,423.0,472577.0,583000,350.0,582650.0,1.4896345514950164,1.2929898085198372,1.7161860692065263
155,Kyrgyzstan,4,80+,54000,185,14000,88.0,13912.0,40000,97.0,39903.0,2.5920471281296025,1.9436055928533216,3.456827012203376
156,Latvia,1,0-19,398000,2,205000,1.0,204999.0,193000,1.0,192999.0,0.9414634146341463,0.05888485208214555,15.052315319704046
157,Latvia,2,20-49,704000,202,355000,141.0,354859.0,349000,61.0,348939.0,2.2724082198106674,1.6828789616095543,3.0684554476361394
158,Latvia,3,50-79,677000,2789,283000,1501.0,281499.0,394000,1288.0,392712.0,1.6224623049404123,1.5063015747786763,1.7475809459598661
159,Latvia,4,80+,107000,2448,27000,893.0,26107.0,80000,1555.0,78445.0,1.701560080981303,1.56896391994888,1.8453621988219033
160,Lithuania,1,0-19,543000,6,280000,2.0,279998.0,263000,4.0,262996.0,0.46964285714285714,0.08601924757055988,2.564128604872782
161,Lithuania,2,20-49,1010000,318,513000,201.0,512799.0,497000,117.0,496883.0,1.6643674713850154,1.3251961910756889,2.09034639433727
162,Lithuania,3,50-79,997000,4591,419000,2590.0,416410.0,578000,2001.0,575999.0,1.7855272840906515,1.6845753670487909,1.8925289687794657
163,Lithuania,4,80+,172000,4671,48000,1727.0,46273.0,124000,2944.0,121056.0,1.515426856884058,1.429365749804842,1.6066696427272376
164,Luxembourg,2,20-49,278000,16,143000,11.0,142989.0,135000,5.0,134995.0,2.076923076923077,0.7216379570566416,5.9775257458042015
165,Luxembourg,3,50-79,191000,336,97000,234.0,96766.0,94000,102.0,93898.0,2.2231655548817466,1.7621849135564027,2.804736918577909
166,Luxembourg,4,80+,25000,704,10000,335.0,9665.0,15000,369.0,14631.0,1.3617886178861789,1.177114659228691,1.5754355153638957
167,Malaysia,1,0-19,10259000,204,5282000,111.0,5281889.0,4977000,93.0,4976907.0,1.1246289895078843,0.8537869062010186,1.4813888042266816
168,Malaysia,2,20-49,15412000,7640,7996000,4363.0,7991637.0,7416000,3277.0,7412723.0,1.2348258352551313,1.1801402244235488,1.292045480576966
169,Malaysia,3,50-79,6322000,21269,3169000,12565.0,3156435.0,3153000,8704.0,3144296.0,1.436300600776363,1.3976359167867543,1.4760349179730616
170,Malaysia,4,80+,373000,5507,183000,2662.0,180338.0,190000,2845.0,187155.0,0.971467534837266,0.9218166226627661,1.0237927458030363
171,Malta,1,0-19,85000,4,44000,1.0,43999.0,41000,3.0,40997.0,0.3106060606060606,0.03230921091092785,2.9860254139659275
172,Malta,2,20-49,180000,14,94000,9.0,93991.0,86000,5.0,85995.0,1.6468085106382977,0.5519170768941659,4.913742270799078
173,Malta,3,50-79,156000,269,77000,184.0,76816.0,79000,85.0,78915.0,2.220932009167303,1.7178454674614023,2.871351982919115
174,Malta,4,80+,21000,306,8000,152.0,7848.0,13000,154.0,12846.0,1.6038961038961037,1.284124220047492,2.0032974006190463
175,Mexico,1,0-19,33310000,1261,16993000,597.0,16992403.0,16317000,664.0,16316336.0,0.8633293546102258,0.7729794809331213,0.9642397927975478
176,Mexico,2,20-49,57163000,55669,27794000,36754.0,27757246.0,29369000,18915.0,29350085.0,2.0532241862267107,2.0175419264313246,2.0895375227037882
177,Mexico,3,50-79,25211000,223695,11704000,136293.0,11567707.0,13507000,87402.0,13419598.0,1.7996032433583695,1.784447532176834,1.814887675377742
178,Mexico,4,80+,2038000,44260,848000,26144.0,821856.0,1190000,18116.0,1171884.0,2.0251669534280134,1.9875660880706132,2.063479153660823
179,Moldova,2,20-49,1908000,580,960000,303.0,959697.0,948000,277.0,947723.0,1.0801895306859204,0.9178037454991494,1.271306014957367
180,Moldova,3,50-79,1194000,8749,514000,4220.0,509780.0,680000,4529.0,675471.0,1.232695821910335,1.1822567840960905,1.2852867581698668
181,Moldova,4,80+,88000,2193,24000,917.0,23083.0,64000,1276.0,62724.0,1.9164054336468128,1.762803761001603,2.0833911677294683
182,Mongolia,1,0-19,1236000,14,625000,5.0,624995.0,611000,9.0,610991.0,0.5431111111111111,0.1820140427912784,1.620587480442909
183,Mongolia,2,20-49,1487000,220,742000,96.0,741904.0,745000,124.0,744876.0,0.7773237109816538,0.5955129081482102,1.0146415692872088
184,Mongolia,3,50-79,533000,1426,240000,679.0,239321.0,293000,747.0,292253.0,1.1096999107541274,1.00030471327834,1.2310587719734811
185,Mongolia,4,80+,21000,514,7000,216.0,6784.0,14000,298.0,13702.0,1.4496644295302012,1.219634399286238,1.7230794404249277
186,Montenegro,1,0-19,154000,5,80000,1.0,79999.0,74000,4.0,73996.0,0.23125,0.02584650943764934,2.0690052027723067
187,Montenegro,2,20-49,256000,107,129000,75.0,128925.0,127000,32.0,126968.0,2.3074127906976742,1.5255423938942956,3.4900071004150264
188,Montenegro,3,50-79,199000,1604,94000,1079.0,92921.0,105000,525.0,104475.0,2.295744680851064,2.069140287671461,2.547165927346149
189,Montenegro,4,80+,21000,748,8000,377.0,7623.0,13000,371.0,12629.0,1.651280323450135,1.434690167327941,1.9005683378258689
